1,004.1
2,004.8
3,004.9
4,005.1
5,005.81
6,005.9
7,007.4
8,008.45
9,008.5
10,008.61
11,008.62
12,008.63
13,008.69
14,008.8
15,009.0
16,009.1
17,009.2
18,009.3
19,011.36
20,011.64
21,011.90
22,011.93
23,011.94
24,012.05
25,012.15
26,013.00
27,013.04
28,013.25
29,013.54
30,015.04
31,018.03
32,018.05
33,018.94
34,018.96
35,021.8
36,023.9
37,027.0
38,027.2
39,031.0
40,031.1
41,031.2
42,031.9
43,032.85
44,033.8
45,034.0
46,035
47,036.0
48,036.2
49,036.41
50,038.0
51,038.10
52,038.11
53,038.19
54,038.2
55,038.3
56,038.40
57,038.41
58,038.42
59,038.43
60,038.44
61,038.49
62,038.8
63,038.9
64,039.1
65,039.2
66,039.9
67,040.0
68,040.82
69,040.89
70,041.00
71,041.01
72,041.02
73,041.03
74,041.04
75,041.05
76,041.09
77,041.10
78,041.11
79,041.19
80,041.2
81,041.3
82,041.4
83,041.5
84,041.6
85,041.7
86,041.82
87,041.83
88,041.84
89,041.85
90,041.86
91,041.89
92,041.9
93,042
94,046.3
95,047.0
96,047.8
97,047.9
98,048
99,049.0
100,049.8
101,049.9
102,052.0
103,052.1
104,052.7
105,052.9
106,053.0
107,053.12
108,053.13
109,053.19
110,053.20
111,053.29
112,053.79
113,053.9
114,054.10
115,054.2
116,054.3
117,054.5
118,054.71
119,054.72
120,054.79
121,054.9
122,057.9
123,062.2
124,070.0
125,070.1
126,070.20
127,070.22
128,070.30
129,070.31
130,070.32
131,070.33
132,070.41
133,070.44
134,070.51
135,070.52
136,070.53
137,070.54
138,070.59
139,070.70
140,070.71
141,070.9
142,075
143,077.8
144,077.99
145,078.0
146,078.10
147,078.19
148,078.5
149,078.89
150,079.0
151,079.3
152,079.4
153,079.51
154,079.6
155,079.89
156,079.99
157,082.40
158,083.9
159,084.0
160,084.4
161,084.6
162,085.9
163,086.0
164,088.0
165,088.81
166,088.82
167,090.2
168,091.2
169,091.81
170,093.1
171,094.0
172,094.9
173,096
174,097.0
175,097.1
176,098.0
177,110.0
178,110.1
179,110.3
180,110.4
181,110.5
182,110.8
183,110.9
184,111.0
185,111.9
186,112.0
187,112.1
188,112.2
189,112.3
190,112.4
191,112.5
192,112.83
193,112.84
194,112.85
195,112.89
196,112.9
197,114.0
198,114.9
199,115.99
200,117.3
201,117.4
202,117.5
203,117.7
204,117.9
205,118
206,120.8
207,121.1
208,123.1
209,125.1
210,127.0
211,127.2
212,129
213,130.0
214,130.7
215,130.8
216,130.9
217,131.01
218,131.02
219,133.0
220,134.8
221,135
222,136.3
223,136.9
224,137.0
225,137.3
226,138
227,139.0
228,139.8
229,140.0
230,140.1
231,140.9
232,141.0
233,141.4
234,141.8
235,141.9
236,142.0
237,142.9
238,143.1
239,143.9
240,144.0
241,144.8
242,144.9
243,145.0
244,145.3
245,145.8
246,146.0
247,146.7
248,146.8
249,147.1
250,147.8
251,147.9
252,148.1
253,149.0
254,150.1
255,150.3
256,150.4
257,150.5
258,150.8
259,150.9
260,151.0
261,151.1
262,151.2
263,151.3
264,151.4
265,151.5
266,151.6
267,151.8
268,151.9
269,152.0
270,152.1
271,152.2
272,152.8
273,153.0
274,153.1
275,153.2
276,153.3
277,153.4
278,153.6
279,153.7
280,153.8
281,153.9
282,154.0
283,154.1
284,154.2
285,154.3
286,154.8
287,155.0
288,155.1
